id,metadataproperty,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,name,location_location,aantaldoorstroomopeningen,afslagpeil,afvoercoefficient,breedteopening,categoriewaterkering,code,drempelpeil,filteruitstroming,functiegebiedgemaal,functiegemaal,guid,indicatiewaterkerend,isonderdeelvanwaterkering,kerendehoogte,maximalecapaciteit,naam,nen3610id,objectbegintijd_frame,objectbegintijd_id,objectbegintijd_metadataproperty,objectbegintijd_description_href,objectbegintijd_description_title,objectbegintijd_description_nilreason,objectbegintijd_description,objectbegintijd_descriptionreference_href,objectbegintijd_descriptionreference_title,objectbegintijd_descriptionreference_nilreason,objectbegintijd_identifier_codespace,objectbegintijd_identifier,objectbegintijd_name,objectbegintijd_relatedtime,objectbegintijd_timeposition_frame,objectbegintijd_timeposition_calendareraname,objectbegintijd_timeposition_indeterminateposition,objectbegintijd_timeposition,ontwerpbuitenwaterstand,openingspeil,openkeerpeil,opmerking,richting,signaleringspeil,sluitpeil,statusleggerwatersysteem,statusleggerwaterveiligheid,statusobject,tijdstipregistratie_frame,tijdstipregistratie_id,tijdstipregistratie_metadataproperty,tijdstipregistratie_description_href,tijdstipregistratie_description_title,tijdstipregistratie_description_nilreason,tijdstipregistratie_description,tijdstipregistratie_descriptionreference_href,tijdstipregistratie_descriptionreference_title,tijdstipregistratie_descriptionreference_nilreason,tijdstipregistratie_identifier_codespace,tijdstipregistratie_identifier,tijdstipregistratie_name,tijdstipregistratie_relatedtime,tijdstipregistratie_timeposition_frame,tijdstipregistratie_timeposition_calendareraname,tijdstipregistratie_timeposition_indeterminateposition,tijdstipregistratie_timeposition,typeregelbaarheid,typewaterkerendeconstructie,url,waterbeheerder,fuuid
gemaal.0c5eb44a-510a-4726-8c73-f12a64f001e7,,,,,,,,,,,,,,,,,,"09252GM",,,,Af- en Aanvoeren,{1386F213-9AFD-4FE0-A886-9E9D7FD2670A},Ja,{9CC7FCD4-E196-481B-B3EC-C778E62F249D},,49,Gemaal Boezemvliet,NL.WBHCODE.40.Gemaal.6915,,gemaal.0c5eb44a-510a-4726-8c73-f12a64f001e7.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.0c5eb44a-510a-4726-8c73-f12a64f001e7.tijdstipregistratie,,,,,,,,,,,,,,,,2025-10-22T11:32:09Z,,,,Waterschap Hollandse Delta,gemaal.0c5eb44a-510a-4726-8c73-f12a64f001e7
gemaal.69bb6032-6053-43a7-b78a-d272a306fe98,,,,,,,,,,,,,,,,,,17001GM,,,,,{3EFCB4BA-FE3D-46B8-8A3B-4A5AD3D39A07},Nee,,,1,Gemaal Boeier,NL.WBHCODE.40.Gemaal.7375,,gemaal.69bb6032-6053-43a7-b78a-d272a306fe98.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.69bb6032-6053-43a7-b78a-d272a306fe98.tijdstipregistratie,,,,,,,,,,,,,,,,2023-11-15T06:43:43Z,,,,Waterschap Hollandse Delta,gemaal.69bb6032-6053-43a7-b78a-d272a306fe98
gemaal.beb3f396-bcc7-46b0-a9d2-fd07944a97a3,,,,,,,,,,,,,,,,,,16794GM,,,,,{C40DBC7D-30F2-4AF8-A323-9959975F3711},Nee,,,24,Gemaal Kilweg,NL.WBHCODE.40.Gemaal.7048,,gemaal.beb3f396-bcc7-46b0-a9d2-fd07944a97a3.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,toevoer vanuit De Waal,,,,Vastgesteld,,gerealiseerd,,gemaal.beb3f396-bcc7-46b0-a9d2-fd07944a97a3.tijdstipregistratie,,,,,,,,,,,,,,,,2023-11-15T06:43:43Z,,,,Waterschap Hollandse Delta,gemaal.beb3f396-bcc7-46b0-a9d2-fd07944a97a3
gemaal.a834ce3e-a8ea-4f57-bbfa-ca6e0692bf49,,,,,,,,,,,,,,,,,,16699GM,,,,,{2BDA0851-7C6B-4E3D-9236-34321B92CF94},Nee,,,12,Gemaal Carnisser Baan,NL.WBHCODE.40.Gemaal.7044,,gemaal.a834ce3e-a8ea-4f57-bbfa-ca6e0692bf49.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.a834ce3e-a8ea-4f57-bbfa-ca6e0692bf49.tijdstipregistratie,,,,,,,,,,,,,,,,2023-11-15T06:43:43Z,,,,Waterschap Hollandse Delta,gemaal.a834ce3e-a8ea-4f57-bbfa-ca6e0692bf49
gemaal.ceeaa4a4-2255-4672-b796-624f06486f10,,,,,,,,,,,,,,,,,,13903GM,,,,,{362559B8-7726-418C-9C5E-B777C0F39255},Nee,,,60,Gemaal Kofschip,NL.WBHCODE.40.Gemaal.7050,,gemaal.ceeaa4a4-2255-4672-b796-624f06486f10.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.ceeaa4a4-2255-4672-b796-624f06486f10.tijdstipregistratie,,,,,,,,,,,,,,,,2023-11-15T06:43:43Z,,,,Waterschap Hollandse Delta,gemaal.ceeaa4a4-2255-4672-b796-624f06486f10
gemaal.6cf805bc-2ebf-4c19-8096-6ac9538274b4,,,,,,,,,,,,,,,,,,14463GM,,,,Onderbemalen,{330E921A-FAB1-4749-B796-15387EB0E853},Nee,,,,Windmolen De Looijerij,NL.WBHCODE.40.Gemaal.7032,,gemaal.6cf805bc-2ebf-4c19-8096-6ac9538274b4.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.6cf805bc-2ebf-4c19-8096-6ac9538274b4.tijdstipregistratie,,,,,,,,,,,,,,,,2023-11-15T06:43:43Z,,,,Waterschap Hollandse Delta,gemaal.6cf805bc-2ebf-4c19-8096-6ac9538274b4
gemaal.15b6f54a-95ac-4a82-982d-2886627fd8ed,,,,,,,,,,,,,,,,,,13901GM,,,,,{9786292E-5A68-43C6-8F74-4F4E2E0F11FC},Nee,,,60,Gemaal Van Minnebekevliet,NL.WBHCODE.40.Gemaal.7049,,gemaal.15b6f54a-95ac-4a82-982d-2886627fd8ed.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.15b6f54a-95ac-4a82-982d-2886627fd8ed.tijdstipregistratie,,,,,,,,,,,,,,,,2023-11-15T06:43:43Z,,,,Waterschap Hollandse Delta,gemaal.15b6f54a-95ac-4a82-982d-2886627fd8ed
gemaal.a1266500-ae8b-4abe-af23-b503f6058716,,,,,,,,,,,,,,,,,,18104GM,,,,,{00010D08-ADD2-4B98-9815-3E4D2965D360},Nee,,,,,NL.WBHCODE.40.Gemaal.7056,,gemaal.a1266500-ae8b-4abe-af23-b503f6058716.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.a1266500-ae8b-4abe-af23-b503f6058716.tijdstipregistratie,,,,,,,,,,,,,,,,2023-11-15T06:43:43Z,,,V:\dr_foto_archief\hotlink\Meetwerk\09354\DSC04548.jpg,Waterschap Hollandse Delta,gemaal.a1266500-ae8b-4abe-af23-b503f6058716
gemaal.cc31a4e9-fe8f-4ad4-8296-6d980401a13a,,,,,,,,,,,,,,,,,,30269GM,,,,Doorspoelen,{E3F92443-97D5-41DE-B814-92EBF6738FC8},Nee,,,,Gemaal Putten bevloeiingspomp,NL.WBHCODE.40.Gemaal.24641,,gemaal.cc31a4e9-fe8f-4ad4-8296-6d980401a13a.objectbegintijd,,,,,,,,,,,,,,,,2024-06-20T07:05:46Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.cc31a4e9-fe8f-4ad4-8296-6d980401a13a.tijdstipregistratie,,,,,,,,,,,,,,,,2024-06-20T07:33:46Z,,,,Waterschap Hollandse Delta,gemaal.cc31a4e9-fe8f-4ad4-8296-6d980401a13a
gemaal.63b0fca6-440c-46bc-95d9-34b1f2b73077,,,,,,,,,,,,,,,,,,13878GM,,,,Doorspoelen,{689ED3B9-583D-4A10-A901-C4093A048975},Nee,,,0.4,Zoutwaterpomp Koudenhoek,NL.WBHCODE.40.Gemaal.7019,,gemaal.63b0fca6-440c-46bc-95d9-34b1f2b73077.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.63b0fca6-440c-46bc-95d9-34b1f2b73077.tijdstipregistratie,,,,,,,,,,,,,,,,2024-06-25T09:15:45Z,,,V:\dr_foto_archief\hotlink\kunstwerken\30268GM.jpeg,Waterschap Hollandse Delta,gemaal.63b0fca6-440c-46bc-95d9-34b1f2b73077
gemaal.7980dc45-7f98-4d90-95b3-2c39dc8822eb,,,,,,,,,,,,,,,,,,"05561GM",,,,Afvoeren,{8DF110A4-6524-4A43-BE67-84FEDA9F34F7},Nee,,,2,Gemaal Meeuwenoord,NL.WBHCODE.40.Gemaal.6836,,gemaal.7980dc45-7f98-4d90-95b3-2c39dc8822eb.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.7980dc45-7f98-4d90-95b3-2c39dc8822eb.tijdstipregistratie,,,,,,,,,,,,,,,,2024-06-18T10:28:58Z,,,V:\dr_foto_archief\hotlink\kunstwerken\Pomp Meeuwenoord.jpg,Waterschap Hollandse Delta,gemaal.7980dc45-7f98-4d90-95b3-2c39dc8822eb
gemaal.667faf82-daf8-4f9b-b567-a4cff6d7971f,,,,,,,,,,,,,,,,,,30266GM,,,,,{B4F46787-2980-4C08-9437-8B7DA6D3C71B},Nee,,,,,NL.WBHCODE.40.Gemaal.24324,,gemaal.667faf82-daf8-4f9b-b567-a4cff6d7971f.objectbegintijd,,,,,,,,,,,,,,,,2024-04-17T05:40:25Z,,,,,,,,Niet van toepassing,,gerealiseerd,,gemaal.667faf82-daf8-4f9b-b567-a4cff6d7971f.tijdstipregistratie,,,,,,,,,,,,,,,,2024-06-27T04:27:43Z,,,V:\dr_foto_archief\hotlink\Meetwerk\AO_2\PN23044_041724094127.jpg,Waterschap Hollandse Delta,gemaal.667faf82-daf8-4f9b-b567-a4cff6d7971f
gemaal.c1da62fb-daf5-4eaa-8735-0444a1dee7b4,,,,,,,,,,,,,,,,,,16679GM,,,,,{80DBC0A1-A2BA-463D-B09E-3A52797C84EE},Nee,,,12,Gemaal Smitshoek,NL.WBHCODE.40.Gemaal.7043,,gemaal.c1da62fb-daf5-4eaa-8735-0444a1dee7b4.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.c1da62fb-daf5-4eaa-8735-0444a1dee7b4.tijdstipregistratie,,,,,,,,,,,,,,,,2023-11-15T06:43:43Z,,,,Waterschap Hollandse Delta,gemaal.c1da62fb-daf5-4eaa-8735-0444a1dee7b4
gemaal.133cba34-2edc-4be7-be41-6e143df48369,,,,,,,,,,,,,,,,,,30264GM,,,,,{0D59A105-96EB-45D1-9D64-7ABCFC56C6EB},Nee,,,,,NL.WBHCODE.40.Gemaal.24322,,gemaal.133cba34-2edc-4be7-be41-6e143df48369.objectbegintijd,,,,,,,,,,,,,,,,2024-04-17T04:50:22Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.133cba34-2edc-4be7-be41-6e143df48369.tijdstipregistratie,,,,,,,,,,,,,,,,2024-06-27T04:27:43Z,,,V:\dr_foto_archief\hotlink\Meetwerk\AO_2\PN23042_041724085902.jpg,Waterschap Hollandse Delta,gemaal.133cba34-2edc-4be7-be41-6e143df48369
gemaal.c78ef71a-e015-435f-a366-ab9f69f0543c,,,,,,,,,,,,,,,,,,14467GM,,,,Onderbemalen,{0E366F50-8727-48A9-90FC-CD6EF0E84739},Nee,,,,,NL.WBHCODE.40.Gemaal.7033,,gemaal.c78ef71a-e015-435f-a366-ab9f69f0543c.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.c78ef71a-e015-435f-a366-ab9f69f0543c.tijdstipregistratie,,,,,,,,,,,,,,,,2023-11-15T06:43:43Z,,,,Waterschap Hollandse Delta,gemaal.c78ef71a-e015-435f-a366-ab9f69f0543c
gemaal.74455962-0fce-4952-904a-fba3553d9082,,,,,,,,,,,,,,,,,,30265GM,,,,,{7BA0BF70-5A47-4181-894C-15B3260BE3B2},Nee,,,,,NL.WBHCODE.40.Gemaal.24323,,gemaal.74455962-0fce-4952-904a-fba3553d9082.objectbegintijd,,,,,,,,,,,,,,,,2024-04-17T05:01:06Z,,,,,,,,Niet van toepassing,,gerealiseerd,,gemaal.74455962-0fce-4952-904a-fba3553d9082.tijdstipregistratie,,,,,,,,,,,,,,,,2024-06-27T04:27:43Z,,,V:\dr_foto_archief\hotlink\Meetwerk\AO_2\PN23043_041724090145.jpg,Waterschap Hollandse Delta,gemaal.74455962-0fce-4952-904a-fba3553d9082
gemaal.abb8d852-1b6e-43ca-aafa-d700e5d2b30a,,,,,,,,,,,,,,,,,,13879GM,,,,,{09839DDB-CA6B-42FB-B51E-71CBFC1984E2},Nee,,,2.25,Zoetwaterpomp Koudenhoek,NL.WBHCODE.40.Gemaal.7017,,gemaal.abb8d852-1b6e-43ca-aafa-d700e5d2b30a.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.abb8d852-1b6e-43ca-aafa-d700e5d2b30a.tijdstipregistratie,,,,,,,,,,,,,,,,2024-07-01T08:45:46Z,,,V:\dr_foto_archief\hotlink\kunstwerken\13879GM.jpg,Waterschap Hollandse Delta,gemaal.abb8d852-1b6e-43ca-aafa-d700e5d2b30a
gemaal.d03f7c8a-a547-46f1-b753-b07c11f4a23c,,,,,,,,,,,,,,,,,,16216GM,,,,,{035E4546-B132-45DF-AA14-9030EA0667D7},Ja,,,,Hulpgemaal Delta,NL.WBHCODE.40.Gemaal.7034,,gemaal.d03f7c8a-a547-46f1-b753-b07c11f4a23c.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,"pompt in, behoort bij 16215GM",,2.45,2.8,Vastgesteld,,gerealiseerd,,gemaal.d03f7c8a-a547-46f1-b753-b07c11f4a23c.tijdstipregistratie,,,,,,,,,,,,,,,,2024-12-16T07:02:15Z,,,V:\dr_foto_archief\hotlink\Meetbouten\IJS\30052bMB.JPG,Waterschap Hollandse Delta,gemaal.d03f7c8a-a547-46f1-b753-b07c11f4a23c
gemaal.ede74e6f-2ab6-44f9-a369-1c3ffb8a5295,,,,,,,,,,,,,,,,,,30270GM,,,,,{98CD6FAC-5079-45D5-B602-CED42B97F763},Nee,,,,,NL.WBHCODE.40.Gemaal.24961,,gemaal.ede74e6f-2ab6-44f9-a369-1c3ffb8a5295.objectbegintijd,,,,,,,,,,,,,,,,2024-06-07T08:31:01Z,,,,,,,,In ontwerp,,gerealiseerd,,gemaal.ede74e6f-2ab6-44f9-a369-1c3ffb8a5295.tijdstipregistratie,,,,,,,,,,,,,,,,2024-07-03T11:25:55Z,,,,Waterschap Hollandse Delta,gemaal.ede74e6f-2ab6-44f9-a369-1c3ffb8a5295
gemaal.e4dac036-5d93-4ef6-b540-1f9090a8c989,,,,,,,,,,,,,,,,,,30164GM,,,,,{3686489F-EC36-4278-94DB-24CE68DF9063},Nee,,,,,NL.WBHCODE.40.Gemaal.7341,,gemaal.e4dac036-5d93-4ef6-b540-1f9090a8c989.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.e4dac036-5d93-4ef6-b540-1f9090a8c989.tijdstipregistratie,,,,,,,,,,,,,,,,2025-05-15T10:52:42Z,,,,Waterschap Hollandse Delta,gemaal.e4dac036-5d93-4ef6-b540-1f9090a8c989
gemaal.6aaee331-cf06-4079-b0dc-e392c893b347,,,,,,,,,,,,,,,,,,30085GM,,,,,{A72FAD80-1FCD-4E8D-BF9C-2F2B362C7439},Nee,,,,,NL.WBHCODE.40.Gemaal.7235,,gemaal.6aaee331-cf06-4079-b0dc-e392c893b347.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.6aaee331-cf06-4079-b0dc-e392c893b347.tijdstipregistratie,,,,,,,,,,,,,,,,2025-05-15T10:44:11Z,,,,Waterschap Hollandse Delta,gemaal.6aaee331-cf06-4079-b0dc-e392c893b347
gemaal.fcaf79cb-45fc-4169-a53c-6f39f01d820f,,,,,,,,,,,,,,,,,,30095GM,,,,,{ED4DAF72-4CE0-4B3D-83F8-B80816A0819E},Nee,,,,,NL.WBHCODE.40.Gemaal.7266,,gemaal.fcaf79cb-45fc-4169-a53c-6f39f01d820f.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.fcaf79cb-45fc-4169-a53c-6f39f01d820f.tijdstipregistratie,,,,,,,,,,,,,,,,2025-05-15T10:49:34Z,,,,Waterschap Hollandse Delta,gemaal.fcaf79cb-45fc-4169-a53c-6f39f01d820f
gemaal.19f764d6-1a12-4b2b-8887-b1b830db77b3,,,,,,,,,,,,,,,,,,30274GM,,,,,{D3BFD910-D185-44A4-B71B-8F0B5B06644D},Nee,,,,,NL.WBHCODE.40.Gemaal.26565,,gemaal.19f764d6-1a12-4b2b-8887-b1b830db77b3.objectbegintijd,,,,,,,,,,,,,,,,2025-04-16T05:53:36Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.19f764d6-1a12-4b2b-8887-b1b830db77b3.tijdstipregistratie,,,,,,,,,,,,,,,,2025-05-15T10:25:39Z,,,,Waterschap Hollandse Delta,gemaal.19f764d6-1a12-4b2b-8887-b1b830db77b3
gemaal.7ca6ba9a-b988-48ea-9586-3aafc3b9d4a0,,,,,,,,,,,,,,,,,,16325GM,,,,,{255AAA40-3A86-4AAC-9513-FCF6F3284ECA},Nee,,,10,Hulpgemaal Ritselaarsdijk,NL.WBHCODE.40.Gemaal.7036,,gemaal.7ca6ba9a-b988-48ea-9586-3aafc3b9d4a0.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.7ca6ba9a-b988-48ea-9586-3aafc3b9d4a0.tijdstipregistratie,,,,,,,,,,,,,,,,2025-09-02T07:15:59Z,,,V:\dr_foto_archief\hotlink\Meetwerk\09354\DSC03200.jpg,Waterschap Hollandse Delta,gemaal.7ca6ba9a-b988-48ea-9586-3aafc3b9d4a0
gemaal.988360ed-632b-4895-84e8-726bf74d6975,,,,,,,,,,,,,,,,,,11011GM,,,,Onderbemalen,{F142F432-C431-4225-B1A4-6D8B752DECF1},Nee,,,59,Gemaal Maasdamseweg,NL.WBHCODE.40.Gemaal.6957,,gemaal.988360ed-632b-4895-84e8-726bf74d6975.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.988360ed-632b-4895-84e8-726bf74d6975.tijdstipregistratie,,,,,,,,,,,,,,,,2025-09-02T07:22:47Z,,,,Waterschap Hollandse Delta,gemaal.988360ed-632b-4895-84e8-726bf74d6975
gemaal.0be42520-b827-4024-a666-f415d91d159c,,,,,,,,,,,,,,,,,,"07592GM",,,,Aanvoeren,{B2605430-8FB8-403C-9FC0-9EC4249AD914},Nee,,,3.3,Opbemaling Trambaan,NL.WBHCODE.40.Gemaal.6881,,gemaal.0be42520-b827-4024-a666-f415d91d159c.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.0be42520-b827-4024-a666-f415d91d159c.tijdstipregistratie,,,,,,,,,,,,,,,,2025-09-02T07:19:43Z,,,,Waterschap Hollandse Delta,gemaal.0be42520-b827-4024-a666-f415d91d159c
gemaal.b3bbe83a-a4b2-4e33-aca4-98fef7a351ac,,,,,,,,,,,,,,,,,,30184GM,,,,Aanvoeren,{10E4558D-CE6B-4AEF-9960-731C35690A1E},Nee,,,,,NL.WBHCODE.40.Gemaal.7378,,gemaal.b3bbe83a-a4b2-4e33-aca4-98fef7a351ac.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.b3bbe83a-a4b2-4e33-aca4-98fef7a351ac.tijdstipregistratie,,,,,,,,,,,,,,,,2024-05-02T07:44:20Z,,,V:\dr_foto_archief\hotlink\Meetwerk\17026\DSC09071.jpg,Waterschap Hollandse Delta,gemaal.b3bbe83a-a4b2-4e33-aca4-98fef7a351ac
gemaal.5fd19963-6972-43b0-9161-0f05ec79bc7b,,,,,,,,,,,,,,,,,,30280GM,,,,,{C1CF49E1-D581-4CF2-8ED9-38A83DA25182},Nee,,,,,NL.WBHCODE.40.Gemaal.28481,,gemaal.5fd19963-6972-43b0-9161-0f05ec79bc7b.objectbegintijd,,,,,,,,,,,,,,,,2025-09-25T09:29:34Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.5fd19963-6972-43b0-9161-0f05ec79bc7b.tijdstipregistratie,,,,,,,,,,,,,,,,2025-10-02T10:32:02Z,,,,Waterschap Hollandse Delta,gemaal.5fd19963-6972-43b0-9161-0f05ec79bc7b
gemaal.e84a6418-b608-4cde-b451-db8f31483caf,,,,,,,,,,,,,,,,,,11591GM,,,,,{02EB4909-B04D-454F-BA26-FB97C6E8DC25},Nee,,,2,Schroefpomp Rietdijk Lodderland,NL.WBHCODE.40.Gemaal.6978,,gemaal.e84a6418-b608-4cde-b451-db8f31483caf.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.e84a6418-b608-4cde-b451-db8f31483caf.tijdstipregistratie,,,,,,,,,,,,,,,,2024-10-09T06:41:59Z,,,V:\dr_foto_archief\hotlink\kunstwerken\Pomp Rietdijk.jpg,Waterschap Hollandse Delta,gemaal.e84a6418-b608-4cde-b451-db8f31483caf
gemaal.f978c219-6081-42c0-b408-ca5b33c6ca6c,,,,,,,,,,,,,,,,,,"05066GM",,,,Aanvoeren,{216C7F16-E75C-483D-9092-45E4342B9672},Nee,,,10,Inlaatgemaal stuw Rijsdijk,NL.WBHCODE.40.Gemaal.6813,,gemaal.f978c219-6081-42c0-b408-ca5b33c6ca6c.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.f978c219-6081-42c0-b408-ca5b33c6ca6c.tijdstipregistratie,,,,,,,,,,,,,,,,2024-11-13T14:11:42Z,,,,Waterschap Hollandse Delta,gemaal.f978c219-6081-42c0-b408-ca5b33c6ca6c
gemaal.db42a97b-23f9-40f2-a434-34888045091a,,,,,,,,,,,,,,,,,,"08508GM",,,,Aanvoeren,{C43E08D3-D80C-4A6B-AF28-201B1F905006},Nee,,,,Inlaatpomp Veerweg,NL.WBHCODE.40.Gemaal.6906,,gemaal.db42a97b-23f9-40f2-a434-34888045091a.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.db42a97b-23f9-40f2-a434-34888045091a.tijdstipregistratie,,,,,,,,,,,,,,,,2024-11-13T14:11:42Z,,,V:\dr_foto_archief\hotlink\Meetwerk\MV_14\PN6906_062521130914.jpg,Waterschap Hollandse Delta,gemaal.db42a97b-23f9-40f2-a434-34888045091a
gemaal.19fbf882-6856-4a64-92c8-1f9061cbf1d2,,,,,,,,,,,,,,,,,,"09969GM",,,,Doorspoelen,{C7C00A3A-0FAD-4D08-AE06-F18AC3A187E8},Nee,,,,Waterverversingsgemaal Maaswijk,NL.WBHCODE.40.Gemaal.6937,,gemaal.19fbf882-6856-4a64-92c8-1f9061cbf1d2.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.19fbf882-6856-4a64-92c8-1f9061cbf1d2.tijdstipregistratie,,,,,,,,,,,,,,,,2024-11-13T14:11:42Z,,,V:\dr_foto_archief\hotlink\kunstwerken\Pomp Hadewychplaats.jpg,Waterschap Hollandse Delta,gemaal.19fbf882-6856-4a64-92c8-1f9061cbf1d2
gemaal.5a3790dc-eb4b-47ca-95af-1f4d2b457860,,,,,,,,,,,,,,,,,,17610GM,,,,Doorspoelen,{DF2F3302-FD31-44A0-9AAE-E42EF90E5DCB},Nee,,,,Spoelgemaal Ring Pernis,NL.WBHCODE.40.Gemaal.7054,,gemaal.5a3790dc-eb4b-47ca-95af-1f4d2b457860.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,Pomp 1,,,,Vastgesteld,,gerealiseerd,,gemaal.5a3790dc-eb4b-47ca-95af-1f4d2b457860.tijdstipregistratie,,,,,,,,,,,,,,,,2024-11-13T14:11:42Z,,,V:\dr_foto_archief\hotlink\Meetwerk\10496\015.jpg,Waterschap Hollandse Delta,gemaal.5a3790dc-eb4b-47ca-95af-1f4d2b457860
gemaal.8824865c-c459-4d68-b2ff-7d5a3008aca3,,,,,,,,,,,,,,,,,,18683GM,,,,Doorspoelen,{A5A25B12-9A31-45AF-B6B2-FC859CED73F3},Nee,,,,Waterverversingsgemaal Waterman,NL.WBHCODE.40.Gemaal.7103,,gemaal.8824865c-c459-4d68-b2ff-7d5a3008aca3.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,,,,,Vastgesteld,,gerealiseerd,,gemaal.8824865c-c459-4d68-b2ff-7d5a3008aca3.tijdstipregistratie,,,,,,,,,,,,,,,,2024-11-13T14:11:42Z,,,,Waterschap Hollandse Delta,gemaal.8824865c-c459-4d68-b2ff-7d5a3008aca3
gemaal.438bd98b-6681-4d04-86d3-d240d3c589d9,,,,,,,,,,,,,,,,,,30253GM,,,,Afvoeren,{8E102979-3EC0-4E14-8D28-B6E52EAAC7D3},Ja,,,50,Gemaal Pendrecht,NL.WBHCODE.40.Gemaal.6961,,gemaal.438bd98b-6681-4d04-86d3-d240d3c589d9.objectbegintijd,,,,,,,,,,,,,,,,2017-06-30T07:08:57Z,,,,Gemaal 24 Everlo gemeente Rotterdam. Capaciteit 36m3/minuut,,2.45,2.8,Gewijzigd,,gerealiseerd,,gemaal.438bd98b-6681-4d04-86d3-d240d3c589d9.tijdstipregistratie,,,,,,,,,,,,,,,,2025-09-22T07:56:23Z,,,,Waterschap Hollandse Delta,gemaal.438bd98b-6681-4d04-86d3-d240d3c589d9
gemaal.e3670901-a712-407f-ba7b-640419c03e47,,,,,,,,,,,,,,,,,,30254GM,,,,,{67FFFB0B-C284-4E72-B8E2-7491DBEFC0CF},Nee,,,,Gemaal Klein Voorne West,NL.WBHCODE.40.Gemaal.21121,,gemaal.e3670901-a712-407f-ba7b-640419c03e47.objectbegintijd,,,,,,,,,,,,,,,,2023-03-30T07:38:31Z,,,,,,,,Gewijzigd,,gerealiseerd,,gemaal.e3670901-a712-407f-ba7b-640419c03e47.tijdstipregistratie,,,,,,,,,,,,,,,,2023-11-15T06:43:43Z,,,,Waterschap Hollandse Delta,gemaal.e3670901-a712-407f-ba7b-640419c03e47
